State,County,Year,NO2_Units,NO2_Mean,NO2_1st_Max_Value,NO2_1st_Max_Hour,NO2_AQI,O3_Units,O3_Mean,O3_1st_Max_Value,O3_1st_Max_Hour,O3_AQI,SO2_Units,SO2_Mean,SO2_1st_Max_Value,SO2_1st_Max_Hour,SO2_AQI,CO_Units,CO_Mean,CO_1st_Max_Value,CO_1st_Max_Hour,CO_AQI,YPLL Rate,% Fair/Poor,Physically Unhealthy Days,TotalPop,TotalMalePop,TotalFemalePop
Hawaii,Honolulu,2014,Parts per billion,3.45,9.2,10,8.34,Parts per million,0.02,0.03,9,27.49,Parts per billion,0.99,2.07,12,1.47,Parts per million,0.34,0.4,5,2.07,6853,15,3.3,193736,97258,96478
Hawaii,Honolulu,2015,Parts per billion,3.56,9.57,10,8.72,Parts per million,0.02,0.03,9,26.82,Parts per billion,1.06,2.25,12,1.55,Parts per million,0.39,0.45,4,2.39,6700,15,3.3,195941,98452,97489
Minnesota,Anoka,2011,Parts per billion,7.52,19.24,11,18.21,Parts per million,0.03,0.04,10,32.61,Parts per billion,0.89,1.77,12,1.06,Parts per million,0.21,0.33,9,1.57,5214,30,2.9,16167,7974,8193
Minnesota,Anoka,2012,Parts per billion,6.41,17.52,9,16.49,Parts per million,0.04,0.05,10,45.59,Parts per billion,0.39,0.95,11,0.38,Parts per million,0.15,0.24,8,1.01,5201,30,2.7,16034,7892,8142
Minnesota,Anoka,2014,Parts per billion,6.23,14.83,11,14.01,Parts per million,0.03,0.04,10,33.63,Parts per billion,0.42,0.77,11,0.32,Parts per million,0.25,0.34,9,1.66,6611,17,3,15848,7823,8025
Minnesota,Anoka,2015,Parts per billion,6.65,16.2,11,14.87,Parts per million,0.03,0.04,10,33.48,Parts per billion,0.7,1.02,10,0.38,Parts per million,0.28,0.39,8,1.95,5984,17,3,15855,7823,8032
New Mexico,Bernalillo,2011,Parts per billion,13.41,28.51,11,26.5,Parts per million,0.03,0.05,10,39.96,Parts per billion,0.4,0.94,9,0.41,Parts per million,0.21,0.42,8,1.76,7864,15,3.7,670278,342056,328222
New Mexico,Bernalillo,2012,Parts per billion,13.74,29.17,11,27.11,Parts per million,0.03,0.04,10,39.76,Parts per billion,0.65,1.3,9,0.67,Parts per million,0.18,0.4,8,1.7,7969,15,3.7,673697,343440,330257
New Mexico,Bernalillo,2013,Parts per billion,11.77,24.86,11,23.02,Parts per million,0.03,0.05,10,44.91,Parts per billion,0.79,1.26,9,0.57,Parts per million,0.21,0.38,8,1.68,8074,17,3.9,676497,344679,331818
New Mexico,Bernalillo,2014,Parts per billion,11.61,24.96,11,23.1,Parts per million,0.03,0.04,10,41.38,Parts per billion,0.54,1.32,9,0.77,Parts per million,0.22,0.4,8,1.74,7466,14,3.6,676229,344723,331506
New Mexico,Bernalillo,2015,Parts per billion,11.18,24.52,11,22.66,Parts per million,0.03,0.04,10,40.52,Parts per billion,0.69,1.18,9,0.52,Parts per million,0.23,0.41,8,1.82,7128,14,3.6,676678,345050,331628
Rhode Island,Providence,2011,Parts per billion,5.38,12.16,10,11.43,Parts per million,0.03,0.04,9,38.79,Parts per billion,0.16,0.92,7,0.77,Parts per million,0.19,0.28,7,1.3,6514,16,3.7,629324,325128,304196
Rhode Island,Providence,2012,Parts per billion,6.29,13.75,11,12.53,Parts per million,0.03,0.04,9,38.54,Parts per billion,0.65,1.88,10,1.25,Parts per million,0.22,0.32,7,1.5,6488,15,3.7,631212,325726,305486
Rhode Island,Providence,2013,Parts per billion,7.56,16.28,11,14.95,Parts per million,0.03,0.04,9,38.04,Parts per billion,0.69,1.81,10,1.18,Parts per million,0.22,0.34,8,1.59,4457,10,2.8,631621,325784,305837
Rhode Island,Providence,2014,Parts per billion,7.3,15.84,11,14.51,Parts per million,0.03,0.04,9,36.36,Parts per billion,0.62,1.47,9,0.86,Parts per million,0.23,0.34,7,1.62,6468,15,3.8,632737,325791,306946
Rhode Island,Providence,2015,Parts per billion,7.64,16.89,11,15.54,Parts per million,0.03,0.04,9,37.71,Parts per billion,0.33,0.8,9,0.37,Parts per million,0.23,0.36,8,1.69,6124,15,3.8,633856,325822,308034
Rhode Island,Providence,2016,Parts per billion,7.74,17.4,9,15.93,Parts per million,0.03,0.04,10,36.85,Parts per billion,0.37,0.79,9,0.32,Parts per million,0.23,0.34,7,1.6,6091,16,3.7,635230,326254,308976
South Dakota,Minnehaha,2011,Parts per billion,6.19,14.79,12,13.6,Parts per million,0.03,0.04,10,33.29,Parts per billion,0.43,0.84,10,0.29,Parts per million,0.19,0.28,8,1.28,6575,11,2.7,5541,2774,2767
South Dakota,Minnehaha,2012,Parts per billion,6.24,15.02,11,13.81,Parts per million,0.03,0.04,10,37.32,Parts per billion,0.48,0.89,10,0.32,Parts per million,0.19,0.29,8,1.33,6480,11,2.4,5566,2766,2800
South Dakota,Minnehaha,2013,Parts per billion,5.26,12.9,11,11.77,Parts per million,0.03,0.04,10,36.17,Parts per billion,0.55,0.87,9,0.27,Parts per million,0.18,0.26,6,1.19,9157,12,2.3,5594,2774,2820
South Dakota,Minnehaha,2014,Parts per billion,5.04,12.7,12,11.6,Parts per million,0.03,0.04,10,37.07,Parts per billion,0.7,1.34,9,0.67,Parts per million,0.19,0.27,6,1.24,5661,9,1.9,5547,2765,2782
South Dakota,Minnehaha,2015,Parts per billion,4.73,10.72,11,9.73,Parts per million,0.02,0.03,10,30.06,Parts per billion,0.37,0.63,9,0.16,Parts per million,0.19,0.28,6,1.3,6839,9,1.9,5474,2721,2753
South Dakota,Union,2013,Parts per billion,2.89,6.23,11,5.58,Parts per million,0.03,0.04,10,31.77,Parts per billion,0.31,0.66,8,0.26,Parts per million,0.14,0.17,5,0.82,5984,10,2.9,14757,7308,7449
Utah,Uintah,2012,Parts per billion,0.91,2.49,10,2.04,Parts per million,0.04,0.05,10,45.4,Parts per billion,-0.13,-0.02,8,0.02,Parts per million,0.43,0.46,3,2.6,9770,15,3.5,34641,17029,17612
Utah,Uintah,2013,Parts per billion,2.61,5.98,11,5.27,Parts per million,0.05,0.06,11,52.08,Parts per billion,-0.14,0.1,9,0.11,Parts per million,0.29,0.34,4,1.9,6616,14,4.1,35683,17543,18140
Utah,Salt Lake,2011,Parts per billion,18.2,32.78,11,30.98,Parts per million,0.03,0.04,10,36.45,Parts per billion,0.96,1.81,12,1.15,Parts per million,0.35,0.63,8,2.79,6110,13,3.3,1047557,521016,526541
Utah,Salt Lake,2012,Parts per billion,16.21,32.05,12,30.24,Parts per million,0.03,0.04,10,40.73,Parts per billion,0.56,1.47,11,0.9,Parts per million,0.35,0.69,8,2.98,6106,13,3.3,1064021,529641,534380
Utah,Salt Lake,2013,Parts per billion,17.66,32.44,10,30.65,Parts per million,0.03,0.04,10,43.27,Parts per billion,0.47,1.21,11,0.65,Parts per million,0.35,0.62,7,2.74,6480,30,3.5,1079543,537400,542143
Utah,Salt Lake,2014,Parts per billion,14.3,28.37,11,26.76,Parts per million,0.03,0.04,10,41.19,Parts per billion,0.48,1.08,11,0.51,Parts per million,0.33,0.61,7,2.69,6179,12,3.3,1090257,542939,547318
Utah,Salt Lake,2015,Parts per billion,16.98,31.59,10,29.81,Parts per million,0.03,0.04,9,43.06,Parts per billion,0.25,0.74,8,0.35,Parts per million,0.36,0.67,7,2.93,6075,12,3.3,1102629,549076,553553
Utah,Salt Lake,2016,Parts per billion,31.52,45.62,11,43.14,Parts per million,0.01,0.02,10,21.95,Parts per billion,0.66,1.17,12,0.5,Parts per million,0.52,0.91,10,4.17,6125,13,3.4,1120684,558483,562201
Utah,Duchesne,2012,Parts per billion,2.19,6.63,8,5.81,Parts per million,0.05,0.06,10,54.5,Parts per billion,0.08,0.39,6,0.27,Parts per million,0.07,0.13,2,0.6,6480,13,2.1,1095,489,606
Alabama,Jefferson,2013,Parts per billion,12.07,23.14,13,21.39,Parts per million,0.01,0.02,10,18.9,Parts per billion,0.75,3.61,11,3.29,Parts per million,0.21,0.44,11,2.06,8370,21,4.4,52958,26899,26059
Alabama,Jefferson,2014,Parts per billion,9.41,23.22,12,21.5,Parts per million,0.02,0.04,9,36.98,Parts per billion,1.19,4.75,10,3.99,Parts per million,0.21,0.39,9,1.86,11018,28,5.8,52562,26682,25880
Alabama,Jefferson,2015,Parts per billion,9.08,21.7,13,20.03,Parts per million,0.02,0.04,9,37.34,Parts per billion,1.01,4.24,10,3.48,Parts per million,0.22,0.42,8,1.97,11273,28,5.8,52218,26527,25691
Alabama,Jefferson,2016,Parts per billion,9.52,24.99,12,23.09,Parts per million,0.03,0.04,9,39.3,Parts per billion,0.84,3.29,11,2.64,Parts per million,0.21,0.41,10,1.95,11745,21,4.9,52048,26434,25614
Washington,King,2013,Parts per billion,11.61,25.55,15,23.76,Parts per million,0.02,0.02,10,23.08,Parts per billion,1.08,2.7,12,1.86,Parts per million,0.18,0.28,9,1.24,5583,15,4,2047543,1026664,1020879
Washington,King,2014,Parts per billion,8.86,22.07,10,20.38,Parts per million,0.03,0.04,11,36.14,Parts per billion,0.26,0.8,11,0.29,Parts per million,0.21,0.28,7,1.26,4736,10,3,2085730,1044791,1040939
Washington,King,2015,Parts per billion,9.67,22.67,13,20.98,Parts per million,0.02,0.03,11,28.08,Parts per billion,0.81,1.61,10,0.92,Parts per million,0.2,0.28,8,1.33,4584,10,3,2126561,1063745,1062816
Washington,King,2016,Parts per billion,14.73,28.74,14,26.59,Parts per million,0.02,0.03,13,23.69,Parts per billion,0.2,0.78,12,0.38,Parts per million,0.27,0.41,12,2.1,4516,10,3,2166602,1081809,1084793
Alaska,Fairbanks North Star ,2014,Parts per billion,11.66,22.7,12,21.17,Parts per million,0.01,0.02,10,15.21,Parts per billion,5.95,9.36,9,7,Parts per million,0.46,0.72,10,3.49,5740,11,3.5,99256,45794,53462
Alaska,Fairbanks North Star ,2015,Parts per billion,11.12,20.11,12,18.63,Parts per million,0.01,0.02,10,19.16,Parts per billion,6.16,9.83,10,7.38,Parts per million,0.41,0.66,9,3.14,5862,11,3.5,99630,45750,53880
